model,interpolation_method,csv_path,grid_size,history_length,history_target_gap,split_strategy,tile_size,eligible_pixels,train_pixels,val_pixels,test_pixels,n_valid_pixels,mse,rmse,mae,r2,device,runtime_seconds,peak_gpu_memory_mb,full_grid_n_valid_pixels,full_grid_mse,full_grid_rmse,full_grid_mae,full_grid_r2
persistence,rbf,C:\Users\Jupyter\Desktop\pytorch-tcn-main\EGMS_L3_E32N34_100km_U_2018_2022_1.csv,256,300,2,spatial_tile,32,65536,46080,10240,9216,9216,2.146946430206299,1.4652462012256844,1.058282494544983,0.9258777083348211,analytical,8.430000161752105e-05,0.0,65536,2.178978443145752,1.4761363226835629,1.0658507347106934,0.9319126215386009
