epoch,train_standardized_mse,val_native_cell_rmse
1,0.12985362755981358,1.5029646730712196
2,0.0761571496047757,1.388944373736943
3,0.06882786378264427,1.3456403213723143
4,0.06438527662645686,1.3065738398120663
5,0.06132468767464161,1.2804423797465179
6,0.05875718915327029,1.2492015752110457
7,0.05665924400091171,1.2280130937881595
8,0.05502488989044319,1.211331756458579
9,0.0534720661287958,1.1991159456237814
10,0.05275912803005089,1.1875077726407854
11,0.05207706479863687,1.182823806037172
12,0.05166350084949623,1.1776421013205705
13,0.05071146058087999,1.1718583007941816
14,0.05096760544587265,1.168488007281634
15,0.050227931615981186,1.1654680126511263
16,0.04996750588444146,1.1645862005698595
17,0.04974579472433437,1.1648328737229139
18,0.0496042174371806,1.1611460564145646
19,0.04966387101872401,1.163621048724716
20,0.049455531280149116,1.1545213294376186
21,0.04964335990900343,1.1525570415274327
22,0.04925651187923821,1.1519783686876683
23,0.04951825467022983,1.1583985629442353
24,0.04908652620559389,1.1502049152430713
25,0.048830183053558525,1.1482745069859541
26,0.048879275606437164,1.1480528253053797
27,0.04899651201611215,1.1467738684020266
28,0.04877602681517601,1.1455471949139033
29,0.04870207556946711,1.1452813860308748
30,0.04871053401042114,1.142800851678709
31,0.0483970714902336,1.1448641643773405
32,0.04835113070227883,1.142541107671847
33,0.04821754162284461,1.142974223483611
34,0.048289387402209366,1.1412430150385198
35,0.04828039658340541,1.138814345834262
36,0.04854134148494764,1.1401289600268019
37,0.04801775396547534,1.1456240515342913
38,0.04799792187457735,1.1426871875339992
39,0.047840091145851395,1.137607226343435
40,0.048098216679963196,1.1420655377269162
41,0.048123016276142815,1.1402273574142645
42,0.048173349012028084,1.1347150123797491
43,0.04776209067891945,1.1360905890344468
44,0.0478714643554254,1.1366519037803549
45,0.0476772024888884,1.1324949540022584
46,0.04747998138720339,1.1342388150338354
47,0.0474873466247862,1.1321695420258677
48,0.0475063638930971,1.1365177445368748
49,0.04750466329807585,1.1314477171952042
50,0.047458270734006706,1.1330774958147496
51,0.047459439459172165,1.1331880229545457
52,0.04758621464398774,1.1328934581931405
53,0.04753535223955458,1.1314672711925002
54,0.047386014495383606,1.13495854852789
55,0.04752336188473485,1.1292474219486706
56,0.048040898008780045,1.1412990628596462
57,0.048377564515579834,1.128763068389981
58,0.047598381103439766,1.1343638769630653
59,0.04717956923625686,1.1286118647531362
60,0.04717859033156525,1.1287656825607426
