epoch,train_weighted_smooth_l1,val_weighted_smooth_l1
1,0.3231915719807148,0.32141008973121643
2,0.32033439116044476,0.3178514838218689
3,0.31057899953289464,0.31991812586784363
4,0.2960334215313196,0.31031304597854614
5,0.2836513075638901,0.3049768805503845
6,0.2691495010459965,0.3048454821109772
7,0.25940133157101547,0.29899483919143677
8,0.24493887495588174,0.2930111289024353
9,0.2372996463355693,0.2975851893424988
10,0.22441866452043707,0.28686341643333435
11,0.2110021495344964,0.27529892325401306
12,0.2010812143033201,0.2724807858467102
13,0.20353825525804,0.28527411818504333
14,0.187709249725396,0.260829895734787
15,0.17797870121218942,0.2616519033908844
16,0.17257830432870172,0.25085684657096863
17,0.16978513805026357,0.2721618115901947
18,0.1649765662679618,0.24372102320194244
19,0.14956551299176432,0.23739305138587952
20,0.15475418604910374,0.2395942658185959
21,0.14468723730268804,0.2347908318042755
22,0.14395262876694853,0.23753266036510468
23,0.1339888054538857,0.22311608493328094
24,0.13392606563866138,0.2305462807416916
25,0.13961016801609236,0.21419864892959595
26,0.12303240554915233,0.26022976636886597
27,0.12238415906375105,0.23523302376270294
28,0.12417353689670563,0.22200188040733337
29,0.12477108438245275,0.21240495145320892
30,0.12852737688544122,0.20747078955173492
31,0.1224604065276005,0.2018912136554718
32,0.11037768482823264,0.19542495906352997
33,0.11199537766250697,0.20073910057544708
34,0.11080917919223959,0.19589342176914215
35,0.09903784333304926,0.1930161416530609
36,0.10713098079643467,0.1934024542570114
37,0.1029955440793525,0.19211722910404205
38,0.10180291423404758,0.18453793227672577
39,0.10126406741751866,0.20480789244174957
40,0.09416056060316888,0.18370173871517181
41,0.09318290926008062,0.1844608634710312
42,0.09536660183221102,0.1859397143125534
43,0.08764028413729234,0.1747700423002243
44,0.08666982112283056,0.18644510209560394
45,0.08927506072954698,0.17188578844070435
46,0.09034133126789873,0.18055109679698944
47,0.09096477477049286,0.18505427241325378
48,0.08674891961907799,0.17430730164051056
49,0.08478147727013989,0.16448752582073212
50,0.08962527929212559,0.18622156977653503
51,0.08425092303448102,0.17167632281780243
52,0.08679083908315409,0.19328820705413818
53,0.09074684156274254,0.17178501188755035
54,0.08163593751801686,0.16144588589668274
55,0.07836936354975808,0.16234005987644196
56,0.07771042315289378,0.16658353805541992
57,0.08436181205748157,0.162056565284729
58,0.07844710502434861,0.1564783900976181
59,0.08325239601121708,0.17832320928573608
60,0.0812567589296536,0.19373783469200134
