model,interpolation_method,csv_path,grid_size,history_length,eligible_pixels,train_pixels,val_pixels,test_pixels,n_valid_pixels,mse,rmse,mae,r2,best_alpha,best_val_rmse,best_epoch,device,runtime_seconds,peak_gpu_memory_mb
lasso,linear,C:\Users\Jupyter\Desktop\pytorch-tcn-main\EGMS_L3_E32N34_100km_U_2018_2022_1.csv,256,300,53427,37568,8053,7806,7806,1.8138954639434814,1.3468093643658265,0.9724681973457336,0.9465040892036617,0.0001,1.4100333452224731,600,cuda,6.672380400006659,266.51220703125
