alpha,val_rmse,best_epoch
0.0001,1.225786805152893,600.0
0.0005,1.225813627243042,600.0
0.001,1.2258471250534058,600.0
0.005,1.2261165380477905,600.0
0.01,1.2264554500579834,600.0
