alpha,val_rmse,best_epoch
0.0001,1.3549909591674805,600.0
0.0005,1.3550349473953247,600.0
0.001,1.3550896644592285,600.0
0.005,1.3555285930633545,600.0
0.01,1.3560775518417358,600.0
