alpha,val_rmse,best_epoch
0.0001,1.296492099761963,600.0
0.0005,1.2965348958969116,600.0
0.001,1.2965883016586304,600.0
0.005,1.2970162630081177,600.0
0.01,1.297551155090332,600.0
