model,n_seeds,rmse_mean,rmse_std,mae_mean,r2_mean,runtime_seconds_mean,peak_gpu_memory_mb_mean
cnn_lstm_maskaware,5,1.5590923226207942,0.095028117772524,1.0928760766983032,0.9391860368248517,19.743223239999953,2483.09140625
cnn_tcn,5,1.5592821391992053,0.0952228478299784,1.0932639837265015,0.9391590388802118,19.493398139999954,2415.059765625
