model,interpolation_method,csv_path,grid_size,history_length,history_target_gap,split_strategy,tile_size,eligible_pixels,train_pixels,val_pixels,test_pixels,n_valid_pixels,mse,rmse,mae,r2,best_epoch,best_val_loss,device,runtime_seconds,peak_gpu_memory_mb,input_mask_channel,loss_mask_mode,metric_mask_mode,full_grid_n_valid_pixels,full_grid_mse,full_grid_rmse,full_grid_mae,full_grid_r2
cnn_lstm_maskaware,rbf,C:\Users\Jupyter\Desktop\pytorch-tcn-main\EGMS_L3_E32N34_100km_U_2018_2022_1.csv,256,300,2,spatial_tile,32,65536,46080,10240,9216,9216,48.96354675292969,6.997395712186762,4.903804779052734,-0.4337482351118904,1,47.66638946533203,cuda,3.638121299998602,8765.04443359375,True,masked,masked,65536,43.46065902709961,6.592469873052103,4.492044448852539,-0.3580319478002363
