epoch,train_loss,val_loss
1.0,0.3649741242177494,0.43389604129152887
2.0,0.36364949184419265,0.4339908744406919
3.0,0.36320209715509205,0.4341811624306805
4.0,0.36295780181911685,0.43422911346314297
5.0,0.3630388820972605,0.4341724082981464
6.0,0.36332417818014295,0.43658262052383223
7.0,0.36305816272251507,0.4339599563502479
8.0,0.3625329656749358,0.43784826057278725
9.0,0.361671911158261,0.43474033124115447
10.0,0.3599805774285225,0.43452812704405885
11.0,0.3616018128252866,0.438011535805822
12.0,0.3601586403748312,0.43617063912455073
13.0,0.3584725617092811,0.43759111551543656
