epoch,train_loss,val_loss,epoch_seconds
1,0.29464427608030813,0.2041821017423097,1.2599595002830029
2,0.3103642915685972,0.18845363202340462,1.275966600049287
3,0.2931127773390876,0.18463337684378905,1.239665700122714
4,0.2922887426835519,0.18232370343278437,1.3125745002180338
5,0.29078650408320955,0.18448896136353998,1.2959745000116527
6,0.292388587086289,0.18793621703105814,1.3317554001696408
7,0.2915273946192529,0.18782726719098933,1.3009369000792503
8,0.2887226561705271,0.18876557972501307,1.2167766001075506
9,0.28833570066425535,0.18801902760477626,1.2049492001533508
10,0.2880501099758678,0.18619687088272152,1.1231887000612915
11,0.2897873739401499,0.18403879158637104,1.1896041999571025
12,0.2877418374573743,0.18119412748252645,1.149197000078857
13,0.28354122506247625,0.17996657179558978,1.1870629000477493
14,0.2846081698934237,0.18815085971180132,1.128579099662602
15,0.2868671263257662,0.17331960030338345,1.0937068001367152
16,0.2753377057335995,0.16119037700050018,1.0936834998428822
17,0.2701819567768662,0.17266235873103142,1.1404316001571715
18,0.2690916570248427,0.16788453301962683,1.0714619997888803
19,0.26223572285638913,0.15533791745410247,1.0958022000268102
20,0.25532982634311474,0.14690681415445664,1.1689732000231743
21,0.26036999457412296,0.1451944776755922,1.2085176999680698
22,0.26053515120788856,0.14411253745065017,1.1309263999573886
23,0.2545561714304818,0.14408428594470024,1.135938299819827
24,0.2687342010162495,0.14384124033591328,1.0934969000518322
25,0.25106653962284325,0.15049941728220267,1.2704174001701176
26,0.25740993287828234,0.15053906992954366,1.2052540997974575
27,0.2525408590281451,0.14607827036696322,1.140340100042522
28,0.24676956644764653,0.14495742978418574,1.18997470010072
29,0.24482256438997058,0.14277759566903114,1.173707399982959
30,0.24494301124855325,0.14017066228039124,1.1559867998585105
31,0.24008320978394262,0.13494362441055915,1.1874845996499062
32,0.23975917879078124,0.13048285333549275,1.2480570003390312
33,0.2428515960772832,0.1280546999152969,1.1683599003590643
34,0.23284908604842644,0.12810440471067147,1.1385906003415585
35,0.23140225526359345,0.13387148608179653,1.1401683003641665
36,0.22869882296632837,0.13611068642314741,1.2602196000516415
37,0.22591275489302698,0.13019677010529182,1.1185814999043941
38,0.2209590034490382,0.1262245279024629,1.0941323000006378
39,0.21840402450826432,0.1258585027912084,1.1193989999592304
40,0.215434565698659,0.1259759791633662,1.1414918000809848
