alpha,val_rmse,best_epoch
0.0001,1.0313822031021118,600.0
0.0005,1.0314106941223145,600.0
0.001,1.031446099281311,600.0
0.005,1.031731367111206,600.0
0.01,1.0320911407470703,600.0
