epoch,train_loss,val_loss
1.0,40.80031204223633,49.0161247253418
2.0,40.83614730834961,49.00904846191406
3.0,40.699562072753906,49.00904846191406
4.0,40.54883575439453,49.022464752197266
5.0,40.380775451660156,49.0161018371582
6.0,40.30978012084961,49.0161018371582
7.0,40.14501190185547,49.016109466552734
8.0,39.97468566894531,49.037078857421875
9.0,39.8006591796875,49.03707504272461
10.0,39.62003707885742,49.037078857421875
11.0,39.43642044067383,49.037078857421875
12.0,39.250919342041016,49.037078857421875
