alpha,val_rmse,best_epoch
0.0001,1.3242435455322266,600.0
0.0005,1.3242900371551514,600.0
0.001,1.3243478536605835,600.0
0.005,1.324811339378357,600.0
0.01,1.3253910541534424,600.0
