model,interpolation_method,csv_path,grid_size,history_length,history_target_gap,split_strategy,tile_size,eligible_pixels,train_pixels,val_pixels,test_pixels,n_valid_pixels,mse,rmse,mae,r2,best_epoch,best_val_loss,device,runtime_seconds,peak_gpu_memory_mb,input_mask_channel,loss_mask_mode,metric_mask_mode,full_grid_n_valid_pixels,full_grid_mse,full_grid_rmse,full_grid_mae,full_grid_r2
cnn_lstm_maskaware,nearest,C:\Users\Jupyter\Desktop\pytorch-tcn-main\EGMS_L3_E32N34_100km_U_2018_2022_1.csv,256,300,2,spatial_tile,32,65536,46080,10240,9216,9216,74.38613891601562,8.624739933239473,5.317354202270508,-0.15463102635548598,2,72.59883117675781,cuda,4.853614399995422,8765.04443359375,True,masked,masked,65536,57.59785079956055,7.589324792072121,4.791412353515625,-0.2502004602388235
