alpha,val_rmse,best_epoch
0.0001,1.6984596252441406,600.0
0.0005,1.6984930038452148,600.0
0.001,1.6985344886779785,600.0
0.005,1.698867678642273,600.0
0.01,1.6992809772491455,600.0
