model,interpolation_method,csv_path,grid_size,history_length,eligible_pixels,train_pixels,val_pixels,test_pixels,n_valid_pixels,mse,rmse,mae,r2,best_epoch,best_val_loss,device,runtime_seconds,peak_gpu_memory_mb,input_mask_channel,loss_mask_mode,metric_mask_mode,patch_size,patch_stride,patch_min_valid_pixels,train_patch_count,val_patch_count,normalization_input_mean,normalization_input_std,normalization_residual_mean,normalization_residual_std
temporal_channel_cnn,linear,C:\Users\Jupyter\Desktop\pytorch-tcn-main\EGMS_L3_E32N34_100km_U_2018_2022_1.csv,256,300,53427,37144,8128,8155,8155,1.88620126247406,1.3733904260894132,0.9781901240348816,0.9568699257508811,11,0.3720680261699953,cuda,7.16129650000039,587.67041015625,True,masked,masked,16,8,24,657,187,-1.5745563507080078,3.8807485103607178,-0.07234852015972137,1.562788486480713
