model,interpolation_method,csv_path,grid_size,history_length,eligible_pixels,train_pixels,val_pixels,test_pixels,n_valid_pixels,mse,rmse,mae,r2,best_epoch,best_val_loss,device,runtime_seconds,peak_gpu_memory_mb,input_mask_channel,loss_mask_mode,metric_mask_mode,patch_size,patch_stride,patch_min_valid_pixels,train_patch_count,val_patch_count,normalization_input_mean,normalization_input_std,normalization_residual_mean,normalization_residual_std
cnn_tcn,linear,C:\Users\Jupyter\Desktop\pytorch-tcn-main\EGMS_L3_E32N34_100km_U_2018_2022_1.csv,256,300,53427,37094,8532,7801,7801,2.9070310592651367,1.7050017769096713,1.1893138885498047,0.9456155941412855,1,0.38085552708911596,cuda,18.15143379999995,2415.025390625,True,masked,masked,32,16,64,172,58,-1.6796892881393433,3.8287906646728516,-0.05805869400501251,1.553125023841858
