alpha,val_rmse,best_epoch
0.0001,1.3938391208648682,600.0
0.0005,1.3938766717910767,600.0
0.001,1.3939236402511597,600.0
0.005,1.3942992687225342,600.0
0.01,1.3947688341140747,600.0
