alpha,val_rmse,best_epoch
0.0001,1.4813361167907715,600.0
0.0005,1.48137629032135,600.0
0.001,1.4814263582229614,600.0
0.005,1.4818283319473267,600.0
0.01,1.4823317527770996,600.0
