alpha,val_rmse,best_epoch
0.0001,1.8895951509475708,600.0
0.0005,1.8896534442901611,600.0
0.001,1.8897260427474976,600.0
0.005,1.890309453010559,600.0
0.01,1.8910393714904785,600.0
