model,interpolation_method,csv_path,grid_size,history_length,eligible_pixels,train_pixels,val_pixels,test_pixels,n_valid_pixels,mse,rmse,mae,r2,best_epoch,best_val_loss,device,runtime_seconds,peak_gpu_memory_mb,input_mask_channel,loss_mask_mode,metric_mask_mode,patch_size,patch_stride,patch_min_valid_pixels,train_patch_count,val_patch_count,normalization_input_mean,normalization_input_std,normalization_residual_mean,normalization_residual_std,warm_start_enabled,temporal_hybrid_recent_lags
cnn_tcn_hybrid,linear,C:\Users\Jupyter\Desktop\pytorch-tcn-main\EGMS_L3_E32N34_100km_U_2018_2022_1.csv,256,300,53427,37568,8053,7806,7806,1.7223219871520996,1.312372655594477,0.9312435388565063,0.9492047986821794,19,0.3113371682389352,cuda,57.50000020000152,1782.38818359375,True,masked,masked,16,8,24,658,178,-1.7016432285308838,3.902372121810913,-0.07588183134794235,1.589114785194397,True,8
