epoch,train_weighted_smooth_l1,val_weighted_smooth_l1
1,0.3157115471224452,0.17455053329467773
2,0.2875362215347068,0.1606636643409729
3,0.275231727333956,0.1565045565366745
4,0.2665319335322047,0.1588326096534729
5,0.25908743520808775,0.15171146392822266
6,0.25461969524621964,0.15266169607639313
7,0.24504609839167707,0.15051595866680145
8,0.23582146628651507,0.16882920265197754
9,0.2260866627790207,0.14225348830223083
10,0.2132105676587238,0.13570700585842133
11,0.20542265457469364,0.1477707028388977
12,0.2013447622573653,0.12810692191123962
13,0.19856735856034036,0.13683021068572998
14,0.18034917272107545,0.11827228963375092
15,0.17448063333367192,0.1260705441236496
16,0.16344924340414446,0.1611158549785614
17,0.18682231199602747,0.11564730852842331
18,0.15963415654246196,0.10864178836345673
19,0.14833005751634754,0.11090968549251556
20,0.1696825483164122,0.15126937627792358
21,0.1649014189146286,0.11266956478357315
22,0.13583411094407702,0.10425054281949997
23,0.13801580840765043,0.09516984224319458
24,0.1339390581950199,0.09507724642753601
25,0.13133179794910343,0.11431197077035904
26,0.12689578359903292,0.13037115335464478
27,0.1440563054625378,0.10333729535341263
28,0.11622442469693893,0.11533553153276443
29,0.11756286648816841,0.10756006836891174
30,0.11862185268208038,0.09471669793128967
31,0.11659968800322953,0.10350417345762253
32,0.1164550299561301,0.10095969587564468
33,0.10180285633649937,0.12908516824245453
34,0.113469100535609,0.08623763918876648
35,0.1173865853180719,0.10493502020835876
36,0.10358837758039319,0.08338335156440735
37,0.10523659129475438,0.08574303984642029
38,0.09949332692248877,0.07890406250953674
39,0.10343685902135316,0.08149822056293488
40,0.1095728975569093,0.08012692630290985
41,0.09681447985213856,0.0770038291811943
42,0.0929734198333219,0.0921948254108429
43,0.09934051014309705,0.09416752308607101
44,0.09655411870673646,0.08256105333566666
45,0.09175893517081128,0.09178764373064041
46,0.0938765240270038,0.08809474855661392
47,0.09484237562431845,0.07509754598140717
48,0.08991731781252595,0.07851383090019226
49,0.09313811539390753,0.0814461037516594
50,0.09292537225193756,0.07353273034095764
51,0.08463496784138125,0.07265369594097137
52,0.08662105546614458,0.07225456833839417
53,0.08884385254147441,0.083500936627388
54,0.08664194893005282,0.09004750102758408
55,0.09429087559151095,0.08256419748067856
56,0.08256547049034474,0.08863233774900436
57,0.08754436728046384,0.07340770959854126
58,0.09180402144962965,0.08887694031000137
59,0.09627937486525191,0.07361414283514023
60,0.08417571136771246,0.07434260845184326
