model,interpolation_method,csv_path,grid_size,history_length,history_target_gap,split_strategy,tile_size,eligible_pixels,train_pixels,val_pixels,test_pixels,n_valid_pixels,mse,rmse,mae,r2,device,runtime_seconds,peak_gpu_memory_mb,full_grid_n_valid_pixels,full_grid_mse,full_grid_rmse,full_grid_mae,full_grid_r2
persistence,linear,C:\Users\Jupyter\Desktop\pytorch-tcn-main\EGMS_L3_E32N34_100km_U_2018_2022_1.csv,128,300,2,spatial_tile,32,13332,9260,2034,2038,2038,2.582777261734009,1.6071021317060123,1.1241652965545654,0.9697759414558538,analytical,4.270000499673188e-05,0.0,16384,1.9975532293319702,1.4133482335687728,0.884186863899231,0.9344991849088843
