epoch,train_raw_point_loss,val_raw_point_loss,gradient_l2_mean,epoch_seconds
1,0.2757203704677522,0.2959472268819809,0.015393321242299862,0.4037251998670399
2,0.2740920721553266,0.2949183464050293,0.02617891665431671,0.3413984002545476
3,0.2719549206085503,0.2942620277404785,0.044513463450130075,0.3292899001389742
4,0.2707046610303223,0.2922874286770821,0.06448293826542795,0.3407537001185119
5,0.26664724899455905,0.28905659914016724,0.11579698021523654,0.32957950001582503
6,0.2623156951740384,0.2869872376322746,0.19822520855814219,0.3494576998054981
7,0.2543109324760735,0.2805595204234123,0.30825436138547957,0.33375540003180504
8,0.24541005957871675,0.27512062042951585,0.5743567394092679,0.3499866002239287
9,0.23782213078811765,0.2753007963299751,0.7620666334405541,0.38400369975715876
10,0.23532240511849523,0.2748357653617859,0.87194758746773,0.6572339995764196
11,0.22338024573400617,0.277404873073101,0.9180699335411191,0.3944713999517262
12,0.21652415860444307,0.2622106969356537,1.1180456262081861,0.35241839988157153
13,0.23620290122926235,0.2671210080385208,0.9824932459741831,0.38808569964021444
14,0.21477125026285648,0.25799778401851653,1.2821218743920326,0.35663470020517707
15,0.20402929140254855,0.2803965866565704,1.3887351881712675,0.37734749959781766
16,0.20550569240003824,0.2628475040197372,2.009859113022685,0.3791617997922003
17,0.20395074039697647,0.2778855532407761,1.295435038395226,0.30001309979707
18,0.1891585853882134,0.24813756495714187,1.7389629576355219,0.3103462001308799
19,0.1863845787011087,0.25428654849529264,2.1835900228470564,0.3387870998121798
20,0.18550650496035814,0.24721950888633729,1.8132891692221165,0.39094810001552105
21,0.22882247902452946,0.27085118293762206,1.821908647660166,0.3280981997959316
22,0.19746155478060246,0.24617660641670228,1.1682709166780114,0.33268210012465715
23,0.18107863096520305,0.25144121795892715,1.9759348034858704,0.3461090996861458
24,0.18743250845000148,0.24290039092302323,2.407786804251373,0.5671867998316884
25,0.1705605904571712,0.23702940642833709,2.28122516348958,0.40370160015299916
26,0.17225180193781853,0.23469659686088562,2.4313755836337805,0.400698299985379
27,0.17109095863997936,0.2608559727668762,2.9200013242661953,0.3846745998598635
28,0.16741435369476676,0.25268593430519104,2.527336704544723,0.3931252001784742
29,0.1651292536407709,0.2366943672299385,3.0551334377378225,0.4331602002494037
30,0.16767700109630823,0.23926341086626052,3.0574357118457556,0.4860573001205921
31,0.16839983221143484,0.23978824615478517,2.4138330817222595,0.403065400198102
32,0.15171177103184164,0.222737218439579,2.7224009558558464,0.4250162998214364
33,0.16181803029030561,0.22844787687063217,3.090762736275792,0.4214297002181411
34,0.15603913483209908,0.23008716702461243,3.239266589283943,0.3938938002102077
35,0.16725062020123005,0.23340731114149094,2.711435105651617,0.42407940002158284
36,0.17092861700803041,0.2373419463634491,2.607372703962028,0.43914230028167367
37,0.16060638357885182,0.2420617237687111,3.1251364666968584,0.36852720007300377
38,0.14918279857374728,0.23014270961284639,2.418418023735285,0.3892272999510169
39,0.14610563754104078,0.32511836737394334,3.3716045413166285,0.41267090011388063
40,0.15382656059227884,0.26331028193235395,3.573733238503337,0.4275067998096347
41,0.14897961053065956,0.22228258103132248,2.92776913754642,0.4530345001257956
42,0.14956599776633084,0.2391758754849434,3.724503241479397,0.42899549985304475
43,0.14368502865545452,0.31834825724363325,2.6477403789758682,0.46063549956306815
44,0.16555442893877625,0.22473112642765045,3.8556905165314674,0.5292080999352038
45,0.15281467256136239,0.22537579983472825,3.2971058301627636,0.4715102999471128
46,0.14159575547091663,0.20985621064901352,2.61483914218843,0.5064281998202205
47,0.14916881266981363,0.2286325141787529,3.9318869691342115,0.3974168002605438
48,0.14123626286163926,0.21309876590967178,3.5569483898580074,0.4160269000567496
49,0.1339935534633696,0.29101170897483825,3.2369288112968206,0.3736334000714123
50,0.13081600540317595,0.20469453632831575,3.6669200230389833,0.3346974002197385
51,0.12579805543646216,0.21191849708557128,3.665952317416668,0.30836879974231124
52,0.14242663164623082,0.24381247460842131,4.743956919759512,0.310111400205642
53,0.1485914192162454,0.23350053429603576,3.258829228579998,0.3810466998256743
54,0.1296323691494763,0.2002712979912758,3.562802482396364,0.3540221997536719
55,0.1262015497777611,0.22680348604917527,4.400573613122106,0.407313599716872
56,0.12212844518944621,0.2102188378572464,3.528556613251567,0.3999602999538183
57,0.12863529683090746,0.31457980573177335,4.410615254193544,0.42531919991597533
58,0.1397948374506086,0.21969957500696183,4.099373834207654,0.3547420999966562
59,0.1314412271603942,0.21748854368925094,3.9093175772577524,0.3242711997590959
60,0.12275303318165243,0.2232981875538826,3.741340506821871,0.3705600001849234
