alpha,val_rmse,best_epoch
0.0001,1.6688741445541382,600.0
0.0005,1.6689155101776123,600.0
0.001,1.6689670085906982,600.0
0.005,1.669379711151123,600.0
0.01,1.669895887374878,600.0
