model,interpolation_method,csv_path,grid_size,history_length,history_target_gap,split_strategy,tile_size,eligible_pixels,train_pixels,val_pixels,test_pixels,n_valid_pixels,mse,rmse,mae,r2,device,runtime_seconds,peak_gpu_memory_mb,full_grid_n_valid_pixels,full_grid_mse,full_grid_rmse,full_grid_mae,full_grid_r2
random_forest,linear,C:\Users\Jupyter\Desktop\pytorch-tcn-main\EGMS_L3_E32N34_100km_U_2018_2022_1.csv,256,300,2,spatial_tile,32,53427,37443,7856,8128,8128,2.0964701175689697,1.4479192372397605,0.9826846718788147,0.9535693384533208,cpu,306.4378689999867,0.0,65536,0.6156877875328064,0.7846577518465018,0.4267200827598572,0.9791268792892691
