alpha,val_rmse,best_epoch
0.0001,1.852885127067566,600.0
0.0005,1.852935552597046,600.0
0.001,1.8529983758926392,600.0
0.005,1.8535027503967285,600.0
0.01,1.8541349172592163,600.0
