model,input_interpolation,target_interpolation,operator_match,analytic_test_rmse,pseudo_target_test_rmse,pseudo_target_distortion_rmse,optimism_gap_mm,training_seconds,inference_seconds,best_epoch,parameter_count
cnn_lstm_hybrid,idw,idw,True,0.5231903195381165,0.18463975191116333,0.4366946220397949,0.3385505676269531,103.12972440000158,0.900730499997735,40,424900
