alpha,val_rmse,best_epoch
0.0001,1.1226376295089722,600.0
0.0005,1.1226742267608643,600.0
0.001,1.1227200031280518,600.0
0.005,1.1230865716934204,600.0
0.01,1.1235467195510864,600.0
