model,input_interpolation,target_interpolation,operator_match,analytic_test_rmse,pseudo_target_test_rmse,pseudo_target_distortion_rmse,optimism_gap_mm,training_seconds,inference_seconds,best_epoch,parameter_count
cnn_lstm_hybrid,idw,idw,True,0.5437160730361938,0.4044182002544403,0.38686424493789673,0.13929787278175354,42.8030992999993,0.8095296000028611,7,424900
