model,interpolation_method,csv_path,grid_size,history_length,history_target_gap,split_strategy,tile_size,eligible_pixels,train_pixels,val_pixels,test_pixels,n_valid_pixels,mse,rmse,mae,r2,device,runtime_seconds,peak_gpu_memory_mb,full_grid_n_valid_pixels,full_grid_mse,full_grid_rmse,full_grid_mae,full_grid_r2
linear_trend,linear,C:\Users\Jupyter\Desktop\pytorch-tcn-main\EGMS_L3_E32N34_100km_U_2018_2022_1.csv,256,300,2,spatial_tile,32,53427,37568,8053,7806,7806,3.7284116744995117,1.930909545913405,1.381773829460144,0.8900406367159708,analytical,0.06535140000050887,0.0,65536,3.018047332763672,1.7372528119889954,1.1276860237121582,0.8976817998292376
