alpha,val_rmse,best_epoch
0.0001,0.9987294673919678,600.0
0.0005,0.9987512826919556,600.0
0.001,0.9987786412239075,600.0
0.005,0.9989986419677734,600.0
0.01,0.9992762207984924,600.0
