model,interpolation_method,csv_path,grid_size,history_length,history_target_gap,split_strategy,tile_size,eligible_pixels,train_pixels,val_pixels,test_pixels,n_valid_pixels,mse,rmse,mae,r2,best_epoch,best_val_loss,device,runtime_seconds,peak_gpu_memory_mb,input_mask_channel,loss_mask_mode,metric_mask_mode,full_grid_n_valid_pixels,full_grid_mse,full_grid_rmse,full_grid_mae,full_grid_r2
cnn_lstm_maskaware,linear,C:\Users\Jupyter\Desktop\pytorch-tcn-main\EGMS_L3_E32N34_100km_U_2018_2022_1.csv,256,300,2,random_pixel,32,53427,37398,8014,8015,8015,43.796512603759766,6.617893366000978,4.420581340789795,-0.3586168509694583,1,50.1325569152832,cuda,3.3840869999839924,8765.04443359375,True,masked,masked,65536,37.28005599975586,6.105739594820259,3.648787260055542,-0.26387289912624556
