alpha,val_rmse,best_epoch
0.0001,1.4100333452224731,600.0
0.0005,1.4100812673568726,600.0
0.001,1.4101412296295166,600.0
0.005,1.410622239112854,600.0
0.01,1.4112247228622437,600.0
