alpha,val_rmse,best_epoch
0.0001,0.8315609693527222,600.0
0.0005,0.8315824270248413,600.0
0.001,0.8316091895103455,600.0
0.005,0.8318241834640503,600.0
0.01,0.8320950269699097,600.0
