epoch,train_loss,val_loss,epoch_seconds
1,0.3373480225050891,0.6684906855225563,1.539015400223434
2,0.33536767540154633,0.6809939829742208,1.153847400099039
3,0.34025094597427935,0.670948892393533,1.1950129996985197
4,0.3298331215425774,0.6686678625204984,1.0777940996922553
5,0.32411782013045415,0.6735328172936159,1.1499323998577893
6,0.3199413540186705,0.6706168349174892,1.1659547998569906
7,0.3198085045372998,0.6670843871200786,1.1519487998448312
8,0.32561406912627044,0.6621526405215263,1.1710756998509169
9,0.32352222358738936,0.656553285963395,1.126382399816066
10,0.31479359837593857,0.652566113454454,1.1218838999047875
11,0.30648141702016196,0.6443806110936052,1.1724665998481214
12,0.2993618318328151,0.6329899570521187,1.294494700152427
13,0.29094069555953694,0.6143833341843942,1.172485999763012
14,0.2775734421279695,0.60845387069618,1.2191536999307573
15,0.27544398992149915,0.6060797168928034,1.1791468001902103
16,0.25313421289126076,0.5514671118820414,1.130274800118059
17,0.229139616533562,0.5466258880846641,1.1061928998678923
18,0.2334901159560239,0.5352101729196661,1.1020712000317872
19,0.22205074975887934,0.5062361254411585,1.0879513998515904
20,0.2112585585978296,0.4911680817604065,1.1286474000662565
21,0.21130999624729158,0.4893941537422292,1.092945700045675
22,0.19591470184149565,0.4820793297360925,1.126740800216794
23,0.19256836269740704,0.4738609107101665,1.1536854999139905
24,0.1911068555381563,0.46036863677641926,1.1764811999164522
25,0.18732669353485107,0.445408404311713,1.1081293998286128
26,0.18536081126442663,0.4225398486151415,1.0907705998979509
27,0.18678014201146584,0.41478653865702014,1.1222017002291977
28,0.1881481945514679,0.4065273938810124,1.1211936003528535
29,0.1786019445569427,0.40372459853396697,1.1010678997263312
30,0.17385355245184014,0.4017089421258253,1.1906491997651756
31,0.16959064647003455,0.4010115844361922,1.20265969960019
32,0.1615246863828765,0.4003576364587335,1.094794999808073
33,0.17291412618425156,0.39426111429929733,1.1132208001799881
34,0.15829811449404116,0.39353777073762,1.103674499783665
35,0.16554368988231377,0.4119838099269306,1.1155313001945615
36,0.165076901184188,0.3780968592447393,1.0748120001517236
37,0.15241499256204677,0.36047040495802374,1.123827800154686
38,0.15172818932268356,0.3576284235014635,1.1545466999523342
39,0.14157067272398208,0.3549885530682171,1.205535199958831
40,0.13775939676496718,0.34452031815753265,1.193390800151974
