model,interpolation_method,csv_path,grid_size,history_length,eligible_pixels,train_pixels,val_pixels,test_pixels,n_valid_pixels,mse,rmse,mae,r2,best_epoch,best_val_loss,device,runtime_seconds,peak_gpu_memory_mb,input_mask_channel,loss_mask_mode,metric_mask_mode,patch_size,patch_stride,patch_min_valid_pixels,train_patch_count,val_patch_count,normalization_input_mean,normalization_input_std,normalization_residual_mean,normalization_residual_std,warm_start_enabled,temporal_hybrid_recent_lags
temporal_linear_hybrid,linear,C:\Users\Jupyter\Desktop\pytorch-tcn-main\EGMS_L3_E32N34_100km_U_2018_2022_1.csv,256,300,53427,37144,8128,8155,8155,1.7607152462005615,1.3269194573147842,0.9539617896080017,0.9597393031130882,15,0.3472317269408234,cuda,10.379781900001035,643.3232421875,True,masked,masked,16,8,24,657,187,-1.5745563507080078,3.8807485103607178,-0.07234852015972137,1.562788486480713,True,8
