tile,test_points,lasso_direct_rmse,spar_direct_rmse,relative_improvement_percent,lasso_equal_cell_rmse,spar_equal_cell_rmse,spar_training_seconds,spar_best_epoch
E29N33,24840,1.4003970623016357,1.0597776174545288,24.323061938396147,1.0412580503016369,0.7879560476309729,15.68620719993487,60
E36N31,29786,1.2209727764129639,0.5759822130203247,52.825957781591605,1.0964404871599287,0.5021636946508459,21.112490000203252,59
E37N41,3799,1.5465713739395142,1.5284391641616821,1.1724133837835522,1.4575418994078126,1.4361420828400986,5.879818299785256,21
