seed,lasso_direct_rmse,spar_direct_rmse,relative_improvement_percent,lasso_equal_cell_rmse,spar_equal_cell_rmse,lasso_grid_sampled_rmse,spar_grid_sampled_rmse,lasso_core_seconds,spar_core_seconds,cost_ratio,spar_parameter_count,spar_best_epoch
42,1.2151602506637573,0.907241940498352,25.33972864872851,1.0954866720450094,0.8034402853017659,2.914595731572977,2.8888762261854914,8.0748397000134,23.092397899832577,2.859796448936845,33210,55
43,1.3420703411102295,1.1013094186782837,17.93951591484959,1.1249556726185352,0.9152117176754644,3.23457461123552,3.205624530901533,7.8092709998600185,22.398760000243783,2.8682267526181744,33210,54
44,1.6625996828079224,1.319554090499878,20.633084190698476,1.4527331643378643,1.1359753991948365,3.825724818549822,3.792372557498559,7.23124249977991,21.710987200029194,3.0023868236599713,33210,50
45,1.7290350198745728,1.3360460996627808,22.728800498228203,1.399344336057742,1.0670301255851484,4.274547146910094,4.249744407597618,7.167148100212216,22.628494100179523,3.157252199031509,33210,59
46,1.5884687900543213,1.1703824996948242,26.320082143080676,1.3106450241596275,0.9858941847827998,4.334313550759662,4.301872759353873,7.18205689964816,23.65007880004123,3.292939492194752,33210,60
