epoch,train_loss,val_loss,epoch_seconds
1,0.2905213680823107,0.1638569325208664,3.070024699998612
2,0.2849435194118603,0.16592437475919725,2.4380126999967615
3,0.2823617548958675,0.18483971506357194,2.408311400002276
4,0.283111668015654,0.1820397049188614,2.4571752000047127
5,0.27984242463434067,0.16444433927536012,2.443383099998755
6,0.2788414318819304,0.16370925307273865,2.3533695000005537
7,0.2765496433586688,0.16398790180683137,2.623421700001927
8,0.27477446168258385,0.16365143805742263,2.893194099997345
9,0.27434328656542945,0.1573031097650528,2.166931100000511
10,0.27434302000580607,0.15633751302957535,2.9379922000007355
11,0.2711202290815276,0.16791222542524337,2.990393200001563
12,0.27043308997275056,0.16981510519981385,3.317747799999779
13,0.26649875669563944,0.16350373178720473,3.120870599996124
14,0.26302582488672155,0.1607739135622978,2.2874162000007345
15,0.2588891492200059,0.1573947101831436,2.4438327999960165
16,0.24944206115764542,0.16695429980754853,2.4524056000009296
17,0.24379039082575488,0.16585973501205445,2.552960200002417
18,0.2293323483821508,0.1648188054561615,2.547447299999476
