run_dir,model,reported_rmse,reported_mse,rmse_squared,recomputed_rmse,recomputed_mse,rmse_mse_abs_diff,mask_valid_count,prediction_hash,target_hash,split_hash,config_hash,metrics_hash,prediction_array_hash,status
C:\Users\Jupyter\Desktop\found_training_project\revision_outputs\cg_suite\E5_split_comparison\grid_256\random_pixel\persistence\linear\split_seed_45,persistence,1.5788103636062016,2.4926421642303467,2.4926421642303467,1.5788103636062016,2.4926421642303467,0.0,8015,9a48065e98df9bb0200b16e885c5e0f98373d92e1fd0195829a8f8628f9ede66,1e59eb26cb015535fc837f588d10b6c675b78ad23f6259fdd0725a814f18b221,3b850792d087bf997567aed3978c1b6848353694c3c94136c9180f8c3c951cba,8b08e0e0687fad84332bda741a11aa7dbcfe9e0bb12d4e2c7cf70f745d428dd9,f5bbbaf51eb2d74b9449578ec469ce57366fc7cb481485ab87444fa19424e5f0,a9db0ff97d701daa22a743a40c61ffdab03dd1bab93e20b72d33bd62da347c05,pass
C:\Users\Jupyter\Desktop\found_training_project\revision_outputs\cg_suite\E5_split_comparison\grid_256\random_pixel\persistence\linear\split_seed_46,persistence,1.565192306330212,2.449826955795288,2.449826955795288,1.565192306330212,2.449826955795288,0.0,8015,9a48065e98df9bb0200b16e885c5e0f98373d92e1fd0195829a8f8628f9ede66,1e59eb26cb015535fc837f588d10b6c675b78ad23f6259fdd0725a814f18b221,45f90f8c5b34b4e4e54ac690e137c639c844e127c102339057807f32f945f42b,77d12f02fd10e02036be0881ebdbd0bb6c5164c3dfc645a00fefd58aa342b158,cf4a18400910e3eb810aac7c900b6e71df8dd9062548871b18287cda389fe5de,a9db0ff97d701daa22a743a40c61ffdab03dd1bab93e20b72d33bd62da347c05,pass
C:\Users\Jupyter\Desktop\found_training_project\revision_outputs\cg_suite\E5_split_comparison\grid_256\random_pixel\lightgbm\linear\split_seed_42,lightgbm,1.5499167543022185,2.4022419452667236,2.4022419452667236,1.5499167543022185,2.4022419452667236,0.0,8015,1ea3a16f001a3496b4583951752424e4676a64de7e0eada27e7c3db4af5f026a,1e59eb26cb015535fc837f588d10b6c675b78ad23f6259fdd0725a814f18b221,254d6b4608a8e5813ab9cc3404f3e46ac968ab22fefebb49c675be34c38a9cbb,349835299905cfba767575d0db53c09b44e46c97797d2111d23185eb06779243,2dbcda1e1d1e5e6161c17b49203d912fddbc61c84f0f5f4def5f033b321e1294,9fd27abc94e81360c4a66959c41df285aa4944b2bfbb85688833253bd1eaf2b8,pass
C:\Users\Jupyter\Desktop\found_training_project\revision_outputs\cg_suite\E5_split_comparison\grid_256\random_pixel\lightgbm\linear\split_seed_43,lightgbm,1.4560830147416362,2.120177745819092,2.120177745819092,1.4560830147416362,2.120177745819092,0.0,8015,53a5969ab003f6b0c5ffcd962949703ac9575709dd1d99a2c63a7a3cd4699015,1e59eb26cb015535fc837f588d10b6c675b78ad23f6259fdd0725a814f18b221,00cfcdb36bafd689fc52e03bb8e4b39c2fa403d1c32a8e0ddef338fa699b692d,549000215d758c136cc6b3f7b75f9b51b14f5e26a781e8a5c73213343ba9422b,d8f2e237efeb2aff579a9b18512e97772bc6d5d83e4c2c6e1a6a4e494f2027ac,1add1486a83143b865311d4ccad523657b0b1d29b0acb97cac9c2bf760be8b16,pass
C:\Users\Jupyter\Desktop\found_training_project\revision_outputs\cg_suite\E5_split_comparison\grid_256\random_pixel\lightgbm\linear\split_seed_44,lightgbm,1.4684330212674355,2.1562955379486084,2.1562955379486084,1.4684330212674355,2.1562955379486084,0.0,8015,96027df1efa37112f713ce9880e1cc954d6ca20ac8638c75664be9cd61682c98,1e59eb26cb015535fc837f588d10b6c675b78ad23f6259fdd0725a814f18b221,4c5c632eb9e40372112f1f3e9088de924e7e8c5d196741afa4723e670622058c,7dc4a5092320297caf53ccb1b6d0ed5e0eb893e4e93534924d74e04b365b680c,69926ab3e3ea6a77a1156d2530688a3acd85e35fa27b48409211c4c4fed2be19,8d92afc3ead260216fa204ad5a51693313e6bffe23231f790d45331cd52f90d3,pass
C:\Users\Jupyter\Desktop\found_training_project\revision_outputs\cg_suite\E5_split_comparison\grid_256\random_pixel\lightgbm\linear\split_seed_45,lightgbm,1.6528758100969096,2.7319984436035156,2.731998443603515,1.6528758100969096,2.7319984436035156,4.440892098500626e-16,8015,1984c382b64007e866bf6382315449ce51e039b030b30d4282be485003ff8173,1e59eb26cb015535fc837f588d10b6c675b78ad23f6259fdd0725a814f18b221,3b850792d087bf997567aed3978c1b6848353694c3c94136c9180f8c3c951cba,8b08e0e0687fad84332bda741a11aa7dbcfe9e0bb12d4e2c7cf70f745d428dd9,401656fa382eb6ac3ec29479e38aec61a1221033c431a2e5fd6cd2a7f2b01c4f,f3abc6fc2e6ef5ef6eebf5a92e4e936488badff51dabea92aec70fdfa825e940,pass
C:\Users\Jupyter\Desktop\found_training_project\revision_outputs\cg_suite\E5_split_comparison\grid_256\random_pixel\lightgbm\linear\split_seed_46,lightgbm,1.679900186956897,2.8220646381378174,2.8220646381378174,1.679900186956897,2.8220646381378174,0.0,8015,d65eb0538f5d06233829943062fbccd77217c4850055bfc60b3912590555cce8,1e59eb26cb015535fc837f588d10b6c675b78ad23f6259fdd0725a814f18b221,45f90f8c5b34b4e4e54ac690e137c639c844e127c102339057807f32f945f42b,77d12f02fd10e02036be0881ebdbd0bb6c5164c3dfc645a00fefd58aa342b158,91d6f2cdd9ddb954b0896fb6e72686d88fda39e695c0744879b28e2c69cb0c7d,08fbd74499200d9984cb5ef431cca98e4f406da4a21def6d17bfcc49331d0735,pass
C:\Users\Jupyter\Desktop\found_training_project\revision_outputs\cg_suite\E5_split_comparison\grid_256\random_pixel\cnn_tcn\linear\split_seed_42,cnn_tcn,6.848089923606921,46.89633560180664,46.89633560180664,6.848089923606921,46.89633560180664,0.0,8015,4e1f5b7e5cc4bce1780903606d1515dd046aa2b3be27f36a947e85d686727a15,1e59eb26cb015535fc837f588d10b6c675b78ad23f6259fdd0725a814f18b221,254d6b4608a8e5813ab9cc3404f3e46ac968ab22fefebb49c675be34c38a9cbb,349835299905cfba767575d0db53c09b44e46c97797d2111d23185eb06779243,3d20ce49a81d7156b76376773b253a1b8ec218baf9bfeca99ec75ce350632175,feb8500955b4751b5b2ebde5e1c65f5ec1c4ff1742c553d301348e83329c10a7,pass
C:\Users\Jupyter\Desktop\found_training_project\revision_outputs\cg_suite\E5_split_comparison\grid_256\random_pixel\cnn_tcn\linear\split_seed_43,cnn_tcn,6.613492652501949,43.738285064697266,43.738285064697266,6.613492652501949,43.738285064697266,0.0,8015,f1235e2147cb4d640d7b02d77761f3accd74e4da49ce1e5fbc86fca60ab71c28,1e59eb26cb015535fc837f588d10b6c675b78ad23f6259fdd0725a814f18b221,00cfcdb36bafd689fc52e03bb8e4b39c2fa403d1c32a8e0ddef338fa699b692d,549000215d758c136cc6b3f7b75f9b51b14f5e26a781e8a5c73213343ba9422b,32d25e7065784acb809a24cbae9e9e410e83a2864f441eeb701eff63e0759b8a,016fad9e9ec72f5a953b3b7e82460a8a9f6455dd64327e2ad06e5b9d50efa0ca,pass
C:\Users\Jupyter\Desktop\found_training_project\revision_outputs\cg_suite\E5_split_comparison\grid_256\random_pixel\cnn_tcn\linear\split_seed_44,cnn_tcn,6.623183091252566,43.866554260253906,43.8665542602539,6.623183091252566,43.866554260253906,7.105427357601002e-15,8015,fad89ad2c0e31a91f4fa9004452edd8c4ee748d29d00a332306ac9573a8c1c6e,1e59eb26cb015535fc837f588d10b6c675b78ad23f6259fdd0725a814f18b221,4c5c632eb9e40372112f1f3e9088de924e7e8c5d196741afa4723e670622058c,7dc4a5092320297caf53ccb1b6d0ed5e0eb893e4e93534924d74e04b365b680c,022803f200af2ae584553ea8073f9d20e5a33e0f7febe41767f35bb2ac9947c2,691900e9dc7c512af095a8e9aae7389741d567f29c30347dddbfa4733caf8bed,pass
C:\Users\Jupyter\Desktop\found_training_project\revision_outputs\cg_suite\E5_split_comparison\grid_256\random_pixel\cnn_tcn\linear\split_seed_45,cnn_tcn,6.946800801940123,48.25804138183594,48.25804138183593,6.946800801940123,48.25804138183594,7.105427357601002e-15,8015,0898f5ee3e1c9402e5635615b080df96119b88068ac5b56b69028ab6cd50c278,1e59eb26cb015535fc837f588d10b6c675b78ad23f6259fdd0725a814f18b221,3b850792d087bf997567aed3978c1b6848353694c3c94136c9180f8c3c951cba,8b08e0e0687fad84332bda741a11aa7dbcfe9e0bb12d4e2c7cf70f745d428dd9,75e160fab22679c034845272f903339d8d1e66ae38962e8ff0da8816f34c4717,95c87334e14bd9890ba442c5c63cbddd04fe114574519930da59b1d864a38a4e,pass
C:\Users\Jupyter\Desktop\found_training_project\revision_outputs\cg_suite\E5_split_comparison\grid_256\random_pixel\cnn_tcn\linear\split_seed_46,cnn_tcn,6.724748355737785,45.22224044799805,45.22224044799804,6.724748355737785,45.22224044799805,7.105427357601002e-15,8015,007027c9bc463c422b06e6ff7f9f215887f636e84b819d77efeac22bf2fe6fa9,1e59eb26cb015535fc837f588d10b6c675b78ad23f6259fdd0725a814f18b221,45f90f8c5b34b4e4e54ac690e137c639c844e127c102339057807f32f945f42b,77d12f02fd10e02036be0881ebdbd0bb6c5164c3dfc645a00fefd58aa342b158,51c2b31a43ee8b404ee38a29da77080de99565903e203948a4910750275c78b4,aefb184d0ab1d1663d4c29bf1142c073ec72b40970efbb2eb379a59529cbc585,pass
C:\Users\Jupyter\Desktop\found_training_project\revision_outputs\cg_suite\E5_split_comparison\grid_256\random_pixel\cnn_lstm_maskaware\linear\split_seed_42,cnn_lstm_maskaware,6.859467594851254,47.05229568481445,47.052295684814446,6.859467594851254,47.05229568481445,7.105427357601002e-15,8015,2168b0cf75d513b323e84722c5f83c17cfa2e516d37d0590a3b9249cefb6f7a0,1e59eb26cb015535fc837f588d10b6c675b78ad23f6259fdd0725a814f18b221,254d6b4608a8e5813ab9cc3404f3e46ac968ab22fefebb49c675be34c38a9cbb,349835299905cfba767575d0db53c09b44e46c97797d2111d23185eb06779243,4294ef8c2848b9ce6dae6e70c45753d399acef62c59f9c0895a186ebb0a650d0,8d4a3d270002541abbe71327472410a5e74e47d7593dab3494fae46b9fb2f8a3,pass
C:\Users\Jupyter\Desktop\found_training_project\revision_outputs\cg_suite\E5_split_comparison\grid_256\random_pixel\cnn_lstm_maskaware\linear\split_seed_43,cnn_lstm_maskaware,6.617893366000978,43.796512603759766,43.79651260375976,6.617893366000978,43.796512603759766,7.105427357601002e-15,8015,93c092f70c631a97aff8fefade8bd05981440a203feb97e83634e10960b52c22,1e59eb26cb015535fc837f588d10b6c675b78ad23f6259fdd0725a814f18b221,00cfcdb36bafd689fc52e03bb8e4b39c2fa403d1c32a8e0ddef338fa699b692d,549000215d758c136cc6b3f7b75f9b51b14f5e26a781e8a5c73213343ba9422b,c0faa811baefcdde6dfb957bd3cae81b27f909909a2ce2bcd86f3c49c7af9b25,ba349be94eeef67cab9b7a6b861537e3e7dcc183e68c08f08316a6336088cd0e,pass
