epoch,train_loss,val_loss
1.0,0.33169514037443737,0.38121325564375036
2.0,0.32442506320115466,0.3599572743434803
3.0,0.3116541942134469,0.3329080942158893
4.0,0.29841219533947133,0.3232201008500828
5.0,0.2909550370477614,0.328809002072047
6.0,0.2866193396319267,0.31596211473660074
7.0,0.2832771314941955,0.31257891683039213
8.0,0.2799266076405968,0.3102239471637061
9.0,0.27795313786716797,0.30802675036554233
10.0,0.2757070562764615,0.3107385661052065
11.0,0.2737200963139573,0.3052152256601461
12.0,0.27218217474300904,0.3030738415626681
13.0,0.27249052289764886,0.3122441518716607
14.0,0.27142573749798343,0.3031038060703857
15.0,0.2694564611320866,0.3007511877288085
16.0,0.2690787675058691,0.3036962213401282
17.0,0.2670566660746553,0.30249505508615004
18.0,0.26854904823632647,0.3009894521650064
19.0,0.26664315524800203,0.2987680680791689
20.0,0.2656867301763112,0.3012181893570152
21.0,0.264354562670192,0.3011571233207538
22.0,0.2628299890590233,0.29887557600958203
23.0,0.2617855497473779,0.29989451737079426
24.0,0.26220398118210797,0.30201279373056505
25.0,0.2621586040071378,0.2975151565840178
26.0,0.2607801564392077,0.30047652654976986
27.0,0.2610563016521187,0.2982426501261891
28.0,0.2585690322865728,0.29735830817442765
29.0,0.2583694710783955,0.3016943367294542
30.0,0.25737980762296064,0.2962738041479021
31.0,0.25635237730420934,0.2975178884609527
32.0,0.25496713522844816,0.30136842617772186
33.0,0.25523429024096067,0.29546175160209837
34.0,0.2550559980054829,0.29925655157940456
35.0,0.253940300451993,0.29519558926530703
36.0,0.2527322948942557,0.29522087330278585
37.0,0.2520208227270724,0.2955685091959348
38.0,0.2513879099001066,0.2946652482854976
39.0,0.2522212998555701,0.2958289590446928
40.0,0.2527355164156792,0.29134525405788997
41.0,0.2483721858843444,0.295640456375751
42.0,0.24935224639454517,0.2924334117172264
43.0,0.24712111697642336,0.2919675868037441
44.0,0.246378201739613,0.2937718684447799
45.0,0.24742193435892676,0.2982986429285397
46.0,0.24992080915196294,0.2973745189123263
47.0,0.2482789790087502,0.3198498171507456
48.0,0.2490699112996881,0.2910504276581926
49.0,0.24309184259989142,0.2884120517153307
50.0,0.2418395694052501,0.2923294655746064
51.0,0.24220728717750784,0.290709716665024
52.0,0.2425337804359067,0.2901694663345005
53.0,0.24093949034744885,0.29725537180091816
54.0,0.24115596331739406,0.2902474384595402
55.0,0.2392217395971274,0.2903086159885236
56.0,0.23807618051264884,0.2902811694080031
57.0,0.23461992033451917,0.2866351039489571
58.0,0.23670629731629111,0.2867795760833986
59.0,0.23341118636184327,0.2908594712993873
60.0,0.23435131103450915,0.2895004367219053
