model,input_interpolation,target_interpolation,operator_match,analytic_test_rmse,pseudo_target_test_rmse,pseudo_target_distortion_rmse,optimism_gap_mm,training_seconds,inference_seconds,best_epoch,parameter_count
cnn_lstm_hybrid,idw,idw,True,1.0303326845169067,0.17379482090473175,1.031127691268921,0.8565378785133362,95.72254909999901,0.7924053999959142,31,424900
