alpha,val_rmse,best_epoch
0.0001,0.8595626354217529,600.0
0.0005,0.8595852255821228,600.0
0.001,0.8596135973930359,600.0
0.005,0.8598413467407227,600.0
0.01,0.8601292371749878,600.0
