epoch,train_standardized_mse,val_native_cell_rmse
1,0.18276784610417154,2.0033107613419316
2,0.13734041506217587,1.8796583788470493
3,0.1256463182055288,1.8227212981759522
4,0.11998223906589879,1.779123771813391
5,0.11560395711825953,1.7494515090708134
6,0.11251555548773871,1.7351817188778156
7,0.11045536771416664,1.7104842388918229
8,0.10759846121072769,1.6905007080443555
9,0.10540685368080933,1.6827543030210723
10,0.10338748867313068,1.6617309720322344
11,0.10157427398694886,1.6503555160736725
12,0.09972821155356036,1.6278103022130668
13,0.09782796001268758,1.6172309189392167
14,0.09636239893734455,1.6083683722278141
15,0.09496000967919827,1.5861030773719555
16,0.09309458525644408,1.5805988518513419
17,0.09263429997695817,1.5679719600190327
18,0.0901794456359413,1.5470955158210695
19,0.08895331476297644,1.5352819442081083
20,0.08727375873261028,1.52350470551647
21,0.08561666289137469,1.510054314591913
22,0.08428910416033533,1.5000822707344228
23,0.08344111156960328,1.4882005572223262
24,0.08172167237434122,1.4738195062936033
25,0.08042891944448154,1.4672189313377308
26,0.07955253331197633,1.4693925448215608
27,0.07883008093469673,1.4521089600107882
28,0.07721634022891521,1.434667885416537
29,0.0763652842077944,1.4266206381497684
30,0.07532225838965839,1.4453205000259723
31,0.07470575927032365,1.4017054433823057
32,0.07238555492626296,1.3971793792727243
33,0.07139725134604508,1.3910983509544503
34,0.07111580028302139,1.3805072337021185
35,0.0695837042811844,1.3625456228576256
36,0.06873107194486591,1.3542234046493253
37,0.0675703872823053,1.3487785558872945
38,0.06702582807176644,1.3359322527946988
39,0.06618880925493108,1.3266682060966897
40,0.06521327783250147,1.3192755169066774
41,0.06392540006587903,1.3071612444234655
42,0.06315952880928914,1.3038528279845327
43,0.06222209448201789,1.2925489068827394
44,0.061354531389143735,1.282741986963403
45,0.06055408322976695,1.2721715102033402
46,0.05989230569038126,1.265905989813756
47,0.05915916162646479,1.2600296699393576
48,0.05847028073751264,1.247656967183076
49,0.05736479846139749,1.2382341583424754
50,0.056558414776292115,1.2304816742700995
51,0.05574090996136268,1.2229760278655457
52,0.055047347417308226,1.214336143998828
53,0.05421078639725844,1.2099412742510673
54,0.05448955131901635,1.195260794811206
55,0.052892520713309445,1.188211218461861
56,0.05201282942046722,1.1810527140351637
57,0.05136566567752096,1.1701090119354385
58,0.050652848556637764,1.167482721354033
59,0.05089055384612746,1.1785620710724727
60,0.050839760133789644,1.156583198390158
