model,interpolation_method,csv_path,grid_size,history_length,eligible_pixels,train_pixels,val_pixels,test_pixels,n_valid_pixels,mse,rmse,mae,r2,best_epoch,best_val_loss,device,runtime_seconds,peak_gpu_memory_mb,input_mask_channel,loss_mask_mode,metric_mask_mode,patch_size,patch_stride,patch_min_valid_pixels,train_patch_count,val_patch_count,normalization_input_mean,normalization_input_std,normalization_residual_mean,normalization_residual_std
cnn_lstm_maskaware,linear,C:\Users\Jupyter\Desktop\pytorch-tcn-main\EGMS_L3_E32N34_100km_U_2018_2022_1.csv,256,300,53427,37568,8053,7806,7806,2.2083098888397217,1.4860383201114706,1.0574434995651245,0.9348719093214409,1,0.3839828629372778,cuda,19.44115429999988,2484.28515625,True,masked,masked,32,16,64,174,60,-1.7016432285308838,3.902372121810913,-0.07588183134794235,1.589114785194397
