alpha,val_rmse,best_epoch
0.0001,1.2510125637054443,600.0
0.0005,1.2510294914245605,600.0
0.001,1.2510507106781006,600.0
0.005,1.2512215375900269,600.0
0.01,1.2514359951019287,600.0
