alpha,val_rmse,best_epoch
0.0001,1.3220443725585938,600.0
0.0005,1.3220752477645874,600.0
0.001,1.3221136331558228,600.0
0.005,1.3224228620529175,600.0
0.01,1.32281494140625,600.0
