alpha,val_rmse,best_epoch
0.0001,1.361604928970337,600.0
0.0005,1.3616390228271484,600.0
0.001,1.361681342124939,600.0
0.005,1.3620171546936035,600.0
0.01,1.362426996231079,600.0
