epoch,train_loss,val_loss
1.0,0.3378661108030429,0.35766225182056866
2.0,0.32561718313987964,0.3244454457172212
3.0,0.3101403093626592,0.31091632513311473
4.0,0.29956079157112314,0.3118321123314444
5.0,0.29292273004504804,0.2991550011748524
6.0,0.2913336744639917,0.296310720495863
7.0,0.286272912795508,0.294974972776251
8.0,0.28370132524922687,0.29195126992230863
9.0,0.28226635533509403,0.2911482864791831
10.0,0.27985093046779796,0.2979585057822098
11.0,0.2804314906132382,0.29429966219170983
12.0,0.2787526038874642,0.2903468793731891
13.0,0.2760728572159995,0.28697054782822706
14.0,0.2752317441606481,0.2873355069543326
15.0,0.27438688002891165,0.28595701995228545
16.0,0.2734127281130736,0.28611221996484076
17.0,0.2723856061314197,0.2840972429536702
18.0,0.27173052550506405,0.2845903202653826
19.0,0.27119264441975943,0.28598641289024856
20.0,0.26968152295879305,0.28615642185975027
21.0,0.2704831332780199,0.28252455423337136
22.0,0.2684801011102884,0.2825328443788788
23.0,0.2683360956354218,0.28069225575334705
24.0,0.2673361061475458,0.28994840489531865
25.0,0.2695019553395298,0.28028521201439704
26.0,0.2652967284284009,0.2802205229446266
27.0,0.26476299469761155,0.2818289577368141
28.0,0.2640220912910482,0.27868316696222833
29.0,0.26393761383318953,0.27917146732403253
30.0,0.2624414410587508,0.2838372005282961
31.0,0.2641221952951361,0.2802894801812247
32.0,0.26106757330056496,0.27839137782199064
33.0,0.26137399237290865,0.2788478484220961
34.0,0.25928603544325424,0.27694051065450914
35.0,0.2589873354745547,0.27611160784186367
36.0,0.2572882180536708,0.27687412513926196
37.0,0.2567277946364224,0.2772872792415791
38.0,0.25630205509139986,0.2749534256922179
39.0,0.2573228864227592,0.27257221045975877
40.0,0.2556378211054421,0.274166290363278
41.0,0.2550293731591858,0.2723827339486004
42.0,0.25689982166046466,0.2752055760888679
43.0,0.2530759430853327,0.27082046990478764
44.0,0.2520799745417691,0.27011664716241984
45.0,0.24947638435527072,0.270369132759621
46.0,0.25049908398021226,0.27246301592440647
47.0,0.2484590671975995,0.2682529958187081
48.0,0.2474496312744953,0.2668544229504274
49.0,0.24879758369359783,0.2656966282074167
50.0,0.24498659409232934,0.2671596796623945
51.0,0.24355751754958843,0.2659970769814989
52.0,0.2439338446475344,0.26306073036240646
53.0,0.2475727325627812,0.2614235851156462
54.0,0.2428686712224033,0.26399457542231364
55.0,0.24208731283504395,0.2617521381746433
56.0,0.23942999308771754,0.2616184994336912
57.0,0.2380391525840682,0.26182627917992835
58.0,0.23689314573898052,0.26131056353769794
59.0,0.2347388195008412,0.2597087492817649
60.0,0.2313465223806917,0.2562749097762945
