variant,rmse_mean,rmse_std,mae_mean,mae_std,mse_mean,mse_std,r2_mean,r2_std,full_grid_rmse_mean,full_grid_rmse_std,runtime_seconds_mean,runtime_seconds_std
cnn_lstm_maskaware,7.343510776044932,0.6093235664718744,4.681411552429199,0.21547333617140838,54.22417068481445,8.938920137044482,-0.3285202966121871,0.11893566224342092,6.100429279391911,0.0052629768010892366,4.516299179999623,1.1474031971556664
cnn_lstm_metriconlymask,6.920297445216316,0.683306937113736,4.044927978515625,0.2408148527797239,48.26404342651367,9.432252027138023,-0.17605386670970113,0.08810229677209612,5.720974580937655,0.06323587085871661,17.430206240003464,3.5730101171034554
cnn_lstm_noinputmask,7.3407641795388106,0.6162194043094028,4.679597473144531,0.21895869945378219,54.190599822998045,9.04007216317398,-0.3272072906399498,0.11661646327842985,6.104120664280101,0.00350634895150845,3.9536587200069335,0.6245562175043243
cnn_lstm_nolossmask,5.720974580937655,0.06323587085871661,3.0993709564208984,0.08187987229059461,32.73274917602539,0.7265300598204016,-0.10970956153462748,0.024630908628827997,5.720974580937655,0.06323587085871661,17.493983860005393,3.4592677040391884
