epoch,train_loss,val_loss,epoch_seconds
1,0.3373480225050891,0.6684906855225563,2.633537500001694
2,0.33536767540154633,0.6809939829742208,3.3621628000000783
3,0.34025094597427935,0.670948892393533,2.3427015999986907
4,0.3298331215425774,0.6686678625204984,2.8659245999988343
5,0.32411782013045415,0.6735328172936159,2.0633383999993384
6,0.3199413540186705,0.6706168349174892,2.492831900002784
7,0.3198085045372998,0.6670843871200786,2.4245884000010847
8,0.32561406912627044,0.6621526405215263,2.1896452000000863
9,0.32352222358738936,0.656553285963395,2.5522592999986955
10,0.31479359837593857,0.652566113454454,2.3163955000018177
11,0.30648141702016196,0.6443806110936052,2.6074759000002814
12,0.2993618318328151,0.6329899570521187,2.100730800000747
13,0.29094069555953694,0.6143833341843942,2.3129574000013235
14,0.2775734421279695,0.60845387069618,2.5104702999997244
15,0.27544398992149915,0.6060797168928034,2.6733502999995835
16,0.25313421289126076,0.5514671118820414,2.7139420000021346
17,0.229139616533562,0.5466258880846641,2.4018159000006563
18,0.2334901159560239,0.5352101729196661,2.426587900001323
19,0.22205074975887934,0.5062361254411585,2.5570743000025686
20,0.2112585585978296,0.4911680817604065,2.3942200999990746
21,0.21130999624729158,0.4893941537422292,2.7475900999997975
22,0.19591470184149565,0.4820793297360925,2.1396548000011535
23,0.19256836269740704,0.4738609107101665,2.9109188000002177
24,0.1911068555381563,0.46036863677641926,2.5756251999991946
25,0.18732669353485107,0.445408404311713,3.112514700002066
26,0.18536081126442663,0.4225398486151415,3.5716563999994833
27,0.18678014201146584,0.41478653865702014,3.2795633999994607
28,0.1881481945514679,0.4065273938810124,2.1776423000010254
29,0.1786019445569427,0.40372459853396697,1.9856968999993114
30,0.17385355245184014,0.4017089421258253,2.522177799997735
31,0.16959064647003455,0.4010115844361922,2.444496699998126
32,0.1615246863828765,0.4003576364587335,2.5392499000008684
33,0.17291412618425156,0.39426111429929733,2.3121803000030923
34,0.15829811449404116,0.39353777073762,2.215062899998884
35,0.16554368988231377,0.4119838099269306,2.8616036000021268
36,0.165076901184188,0.3780968592447393,2.240116000000853
37,0.15241499256204677,0.36047040495802374,2.93877269999939
38,0.15172818932268356,0.3576284235014635,2.6596735000021
39,0.14157067272398208,0.3549885530682171,2.751950299996679
40,0.13775939676496718,0.34452031815753265,2.782579999999143
