epoch,train_loss,val_loss
1.0,0.36473681687721016,0.43390238897303696
2.0,0.3637648210061811,0.4337662127810741
3.0,0.3635349546085993,0.4342121337538954
4.0,0.3632446229112412,0.43416646742436094
5.0,0.36320803296704185,0.434177533228927
6.0,0.36311744146343994,0.4341627779842165
7.0,0.36304537281450083,0.4342329932919322
8.0,0.36300853211087813,0.4342732497992957
9.0,0.3629818298670697,0.434215125999592
10.0,0.3629380451837488,0.434206792512051
11.0,0.3627815469116955,0.43508666391300493
12.0,0.3625940927383538,0.4344415379372346
13.0,0.3622809190610958,0.4351276249129346
14.0,0.3617675400663621,0.4367356586084654
