alpha,val_rmse,best_epoch
0.0001,1.499991774559021,600.0
0.0005,1.500017523765564,600.0
0.001,1.5000498294830322,600.0
0.005,1.5003080368041992,600.0
0.01,1.500628113746643,600.0
