epoch,train_loss,val_loss,epoch_seconds
1,0.32267179898917675,0.8769452035427093,3.1339256999999634
2,0.321009930648974,0.8517652928829194,2.3815019999965443
3,0.3118473628801959,0.8056902706623077,2.097045299997262
4,0.30850426544036186,0.8076870620250702,2.698493600000802
5,0.30760562888213566,0.7994697690010071,2.893757900004857
6,0.3069236342396055,0.7984875082969666,2.8477359999960754
7,0.3054839517389025,0.8034365177154541,2.512593499996001
8,0.3059920785682542,0.7847217619419098,2.296985200002382
9,0.3054310705512762,0.7661696374416351,2.2720555999985663
10,0.30064497515559196,0.8028515994548797,2.5073211999988416
11,0.29952672060046875,0.8370168328285217,2.3015173000021605
12,0.29991059611950605,0.8065213799476624,2.3280909000022803
13,0.2887944153376988,0.7435180068016052,2.46844720000081
14,0.27597486632210866,0.6662797659635544,2.1180991000001086
15,0.2633631319871971,0.6564915031194687,2.2596403999996255
16,0.25638185537287167,0.6160781711339951,2.3024717000007513
17,0.2551694276077407,0.5920283496379852,2.1328005000032135
18,0.25299290205751146,0.5807807683944702,2.5436161999969045
19,0.250781914804663,0.5975104659795761,2.026962199997797
20,0.24810926073363848,0.6257434099912643,3.1573821999991196
21,0.2542476724301066,0.6470803469419479,2.64065539999865
22,0.2512613520026207,0.6279939502477646,2.5841051999959745
23,0.2414832256734371,0.5935902982950211,2.556563600002846
24,0.24690191277435847,0.5810439467430115,2.081459299995913
25,0.24259846253054482,0.5857096403837204,3.1561117000019294
26,0.23713491527097566,0.5913143903017044,2.704086899997492
