alpha,val_rmse,best_epoch
0.0001,0.9497320652008057,600.0
0.0005,0.9497509598731995,600.0
0.001,0.9497743844985962,600.0
0.005,0.9499602317810059,600.0
0.01,0.9501938819885254,600.0
