epoch,train_loss,val_loss,epoch_seconds
1,0.22380373222487313,0.3624624330550432,2.7299512999998115
2,0.23995468797428268,0.33657251112163067,2.51670329999979
3,0.22019866127520799,0.3016453366726637,2.3492700000024342
4,0.22713237883789197,0.29785203747451305,3.0062936000031186
5,0.2431002685001918,0.29520560428500175,2.9372855000001437
6,0.24610286929777692,0.2898950129747391,2.7709879000030924
7,0.2249676290367331,0.3011363763362169,2.117544100001396
8,0.21372200325131416,0.3252327237278223,2.3353820999982418
9,0.22125062879973223,0.31920801661908627,2.1231496000000334
10,0.21676587065947908,0.2992985211312771,2.6746758000008413
11,0.2105412945151329,0.2826173733919859,2.918192499997531
12,0.20976477283984424,0.2764656785875559,2.393373300001258
13,0.2081094169723136,0.2780406605452299,2.2862785999968764
14,0.2032224860574518,0.2900919821113348,2.5985782999996445
15,0.20483828530247722,0.3029203377664089,3.3717707000032533
16,0.20565025274242674,0.2945715580135584,2.6360697000018263
17,0.19891736613852637,0.27514442801475525,2.652040599998145
18,0.18880068127598082,0.2659632135182619,2.677744200002053
19,0.18286210362400326,0.2595735862851143,2.1894587999995565
20,0.181419445254973,0.2789857108145952,2.452939000002516
21,0.18207002228924207,0.2697288114577532,2.3119920999997703
22,0.1732279723244054,0.24875799007713795,2.2987099000019953
23,0.16856215351394244,0.2479039654135704,2.2451368999973056
24,0.16405785360506603,0.24708809889853,2.2616192999994382
25,0.15794339084199496,0.25570171885192394,2.2545186999996076
26,0.14951890504785947,0.2541340608149767,2.1756047000017134
27,0.13983986521405833,0.2543924991041422,2.056604500001413
28,0.13149214514664243,0.22972732596099377,2.497024099997361
29,0.1313535889344556,0.2466489803045988,2.7460510000018985
30,0.13210432774254255,0.21849499456584454,2.7122574000022723
31,0.1280223360551255,0.24111283384263515,2.502090000001772
32,0.12430708312562534,0.21623451076447964,2.2318988000006357
33,0.12367363518902234,0.23807707242667675,2.4974427000015567
34,0.12335567963974817,0.2295357547700405,2.364245299999311
35,0.11430065743625165,0.20436923392117023,3.11510890000136
36,0.1185948342617069,0.2452318761497736,2.990186099999846
37,0.1241454287299088,0.22626429237425327,2.5615796000020055
38,0.10889476154531752,0.2060390468686819,2.230143799999496
39,0.10881845206022263,0.2426440566778183,2.482360800000606
40,0.10970590896904468,0.21882927231490612,3.1596372999993037
