baseline,n,baseline_mean_rmse,baseline_std_rmse,spar_mean_rmse,spar_std_rmse,mean_paired_reduction_mm,paired_reduction_ci95_low_mm,paired_reduction_ci95_high_mm,mean_test_train_ratio,corrected_resampled_ci95_low_mm,corrected_resampled_ci95_high_mm,ratio_of_means_reduction_percent,mean_seedwise_reduction_percent,spar_wins,ties,paired_t_two_sided_p,corrected_resampled_t_two_sided_p,wilcoxon_one_sided_p
lasso,5,1.5074668169021606,0.21938500243725603,1.1669068098068238,0.17581967621117908,0.3405600070953369,0.2532218713077853,0.4278981428828885,0.2152267050961021,0.21471628397594603,0.4664037302147278,22.591542531940206,22.59224227911709,5,0,0.000412979920570979,0.0016792910104410166,0.03125
lightgbm,5,1.521189546585083,0.2404100364514423,1.1669068098068238,0.17581967621117908,0.3542827367782593,0.2552279299316419,0.45333754362487666,0.2152267050961021,0.21155670336746632,0.4970087701890522,23.289848235782863,23.183683713979043,5,0,0.0005774208240383976,0.0023237170734515546,0.03125
gru,5,1.4641835689544678,0.23930115693653034,1.1669068098068238,0.17581967621117908,0.29727675914764407,0.20216624048559528,0.39238727780969285,0.2152267050961021,0.16023396943934246,0.4343195488559457,20.303243763343207,20.135926575444337,5,0,0.0009704320399263844,0.00382906956107131,0.03125
no_anchor,5,1.245866048336029,0.1820480633859468,1.1669068098068238,0.17581967621117908,0.07895923852920532,0.057972084576579805,0.09994639248183083,0.2152267050961021,0.0487192801506264,0.10919919690778424,6.3376988749844125,6.393941879440995,5,0,0.00047458901753678396,0.0019219071425145115,0.03125
