alpha,val_rmse,best_epoch
0.0001,1.8615922927856445,600.0
0.0005,1.8616684675216675,600.0
0.001,1.861763596534729,600.0
0.005,1.8625277280807495,600.0
0.01,1.863486409187317,600.0
