model,interpolation_method,csv_path,grid_size,history_length,eligible_pixels,train_pixels,val_pixels,test_pixels,n_valid_pixels,mse,rmse,mae,r2,best_epoch,best_val_loss,device,runtime_seconds,peak_gpu_memory_mb,input_mask_channel,loss_mask_mode,metric_mask_mode,patch_size,patch_stride,patch_min_valid_pixels,train_patch_count,val_patch_count,normalization_input_mean,normalization_input_std,normalization_residual_mean,normalization_residual_std
patch_unet_residual,linear,C:\Users\Jupyter\Desktop\pytorch-tcn-main\EGMS_L3_E32N34_100km_U_2018_2022_1.csv,256,300,53427,37443,7856,8128,8128,2.007676124572754,1.4169248831793286,0.9792805910110474,0.9555358680263238,16,0.27739488665505746,cuda,9.562996499999826,621.08642578125,True,masked,masked,16,8,24,659,173,-1.6667163372039795,4.035043716430664,-0.08618777990341187,1.5934607982635498
