model,interpolation_method,csv_path,grid_size,history_length,history_target_gap,split_strategy,tile_size,eligible_pixels,train_pixels,val_pixels,test_pixels,n_valid_pixels,mse,rmse,mae,r2,best_epoch,best_val_loss,device,runtime_seconds,peak_gpu_memory_mb,input_mask_channel,loss_mask_mode,metric_mask_mode,full_grid_n_valid_pixels,full_grid_mse,full_grid_rmse,full_grid_mae,full_grid_r2
cnn_lstm_maskaware,idw,C:\Users\Jupyter\Desktop\pytorch-tcn-main\EGMS_L3_E32N34_100km_U_2018_2022_1.csv,256,300,2,spatial_tile,32,65536,46080,10240,9216,9216,18.06711196899414,4.250542549956904,3.498594045639038,-1.7661387323020983,2,33.62733840942383,cuda,3.3135665000008885,8765.04443359375,True,masked,masked,65536,38.4912109375,6.20412853973062,4.067144393920898,-0.42513578897644844
