model,input_interpolation,target_interpolation,operator_match,analytic_test_rmse,pseudo_target_test_rmse,pseudo_target_distortion_rmse,optimism_gap_mm,training_seconds,inference_seconds,best_epoch,parameter_count
cnn_lstm_hybrid,idw,idw,True,0.6261752247810364,0.18165728449821472,0.57500821352005,0.44451794028282166,48.48656919999485,1.0576625000030617,17,424900
