epoch,train_weighted_smooth_l1,val_weighted_smooth_l1
1,0.22893292370230653,0.16468200087547302
2,0.2271311792523362,0.16273394227027893
3,0.22529494363901226,0.16292144358158112
4,0.2229725207353747,0.16307315230369568
5,0.22012755066849465,0.1643611192703247
6,0.21615166147780973,0.16588033735752106
7,0.2119598014410152,0.1674400120973587
8,0.20716989040374756,0.17114216089248657
9,0.20213597787674084,0.1722700595855713
10,0.19726222285697625,0.17443197965621948
11,0.19311823297378627,0.1770801842212677
12,0.18894479077222737,0.17592425644397736
13,0.18414076071145924,0.18034560978412628
14,0.18178607142248818,0.17787037789821625
